Date	Open	High	Low	Close	Adj Close	Volume
24/01/11	140.399994	144.5	139.75	142.25	133.915695	657683
25/01/11	143.949997	144.550003	139.800003	140.149994	131.938721	378857
27/01/11	141.449997	141.5	138	138.149994	130.055862	1363893
28/01/11	137.800003	140.850006	134.550003	139.5	131.326813	774349
31/01/11	138	141	135.550003	140.550003	132.315292	690663
01/02/11	140.050003	142.449997	137.800003	139.449997	131.279739	2105194
02/02/11	141	141.050003	135.899994	136.5	128.502548	2986356
03/02/11	136.5	139.25	135.5	138.350006	130.244202	856145
04/02/11	138.5	139.25	134.199997	134.949997	127.043381	581117
07/02/11	136.800003	136.800003	134.300003	134.800003	126.902153	434301
08/02/11	137	137.399994	130.5	131.699997	123.98378	1037657
09/02/11	131	132	126.949997	129	121.441994	1074254
10/02/11	128.75	130.850006	120.5	129.699997	122.100975	983982
11/02/11	131	139.899994	128.199997	138.550003	130.432434	1175164
14/02/11	142	144.399994	137.100006	142.699997	134.825867	875125
15/02/11	142.600006	146	139.300003	141.649994	133.833801	1017479
16/02/11	142.75	144.25	139	143.350006	135.440018	1324018
17/02/11	143.699997	149.399994	142.300003	147.800003	139.64444	1236435
18/02/11	148	151	142.949997	144.300003	136.33757	548509
21/02/11	145.399994	145.399994	139.199997	143.649994	135.723419	459542
22/02/11	141.5	143.800003	139.199997	140.199997	132.463806	457607
23/02/11	140.050003	146.600006	138.350006	143.899994	135.959671	1732547
24/02/11	144	149.800003	141	146.300003	138.227219	1598633
25/02/11	145.100006	149.5	143.100006	148.199997	140.022369	743380
28/02/11	148.050003	150.550003	134.75	138	130.385223	2792105
01/03/11	139.199997	141.399994	133.25	138.949997	131.282791	3822872
03/03/11	139.75	139.75	135	135.600006	128.117645	1759385
04/03/11	110	137.800003	110	132.800003	125.472153	1382407
07/03/11	130	132.5	130	131.5	124.243866	780459
08/03/11	131.5	133.699997	131.149994	132.699997	125.37767	319785
09/03/11	133.100006	134.300003	129.649994	131.050003	123.818726	1183691
10/03/11	131.449997	135.550003	131	133.800003	126.416977	1064047
11/03/11	132.800003	133.649994	130.350006	131.600006	124.338387	580658
14/03/11	131.800003	134.5	131.100006	133.25	125.897324	542303
15/03/11	126	132.899994	125.25	130.800003	123.582512	568586
16/03/11	130	132.800003	130	131.350006	124.102158	625182
17/03/11	129.850006	134.75	129.850006	133.649994	126.275238	714993
18/03/11	134	135.5	132.199997	133.949997	126.558708	840493
21/03/11	134.550003	134.949997	131.199997	131.550003	124.29113	321326
22/03/11	132.050003	133.5	130.550003	131.300003	124.054901	413606
23/03/11	132.050003	132.899994	130.5	131.300003	124.054901	404062
24/03/11	132	133.600006	131.399994	132.649994	125.330414	523257
25/03/11	134	138.399994	133.600006	137.949997	130.337967	1368519
28/03/11	138.300003	139.550003	136.699997	137.949997	130.337967	600132
29/03/11	137.949997	139.800003	135.550003	136.5	128.967972	841159
30/03/11	137.899994	138.149994	135.100006	136.449997	128.920761	541367
31/03/11	136.550003	137.649994	134.199997	136.649994	129.109695	763249
01/04/11	138	142.25	137.5	141.149994	133.36142	1716486
04/04/11	142.350006	149.100006	141.5	148.199997	140.022369	1125553
05/04/11	148.5	158	148.050003	156.850006	148.195068	1712167
06/04/11	158	158.399994	152.25	153.649994	145.171646	934007
07/04/11	154.75	157	152.699997	155.75	147.155762	1042870
08/04/11	156.699997	156.800003	152.5	154.399994	145.880264	877589
11/04/11	154.850006	155.949997	145.550003	146.050003	137.991013	758237
13/04/11	145.899994	147.850006	144.199997	147.25	139.124786	736669
15/04/11	147.850006	148.25	144.699997	146.050003	137.991013	334620
18/04/11	146.899994	153.5	146.5	150.100006	141.817551	1715836
19/04/11	150.800003	151.199997	145.199997	146.899994	138.794098	776550
20/04/11	147.949997	149.350006	146.25	147.850006	139.691696	412906
21/04/11	148.699997	149.399994	146.550003	147.149994	139.030319	327436
25/04/11	147.199997	147.899994	145.300003	146.800003	138.699646	474447
26/04/11	147	147.600006	143.100006	144.899994	136.904465	593986
27/04/11	145.100006	146	141.050003	142.25	134.400711	917321
28/04/11	142.399994	146.350006	140.649994	144.600006	136.621048	821967
29/04/11	145.050003	146.050003	141.050003	144.449997	136.479309	1112274
02/05/11	145.399994	146	141.5	143.850006	135.912415	224173
03/05/11	143.600006	148.449997	137.550003	138.699997	131.0466	1714835
04/05/11	143	143	132.399994	133.199997	125.850082	1392594
05/05/11	133.5	134.350006	127.25	128.550003	121.822502	2733977
06/05/11	129	133.350006	126.099998	131.899994	124.997192	2375485
09/05/11	134.300003	134.699997	129.5	130.5	123.670456	2699189
10/05/11	131.199997	136.199997	130.550003	135.600006	128.503525	1839712
11/05/11	135.050003	136.850006	133.149994	134.800003	127.745415	1275260
12/05/11	134.5	135.399994	132.350006	133.199997	126.229126	599231
13/05/11	132.25	139.350006	131	138.199997	130.967484	1059083
16/05/11	137.850006	140.100006	135.149994	138.699997	131.441315	516674
17/05/11	141.25	156.449997	139.800003	144.399994	136.842987	4091917
18/05/11	146.399994	149.350006	142.149994	148.149994	140.396713	3165782
19/05/11	148.5	149.800003	143.5	144.199997	136.653473	1596311
20/05/11	140.100006	149.5	140.100006	147.949997	140.207214	1582876
23/05/11	146.75	151.300003	145.449997	149.899994	142.055161	2425801
24/05/11	149.899994	153.399994	149.149994	151.800003	143.855743	3261978
25/05/11	151	155.199997	151	154.449997	146.36705	4081882
26/05/11	154.5	156.899994	150.550003	151.899994	143.950485	2623502
27/05/11	152.800003	153.399994	147.050003	152.649994	144.661255	2050208
30/05/11	152.800003	159.350006	151.5	155.600006	147.456863	4165889
31/05/11	155.050003	165.899994	155.050003	161.449997	153.000702	20663160
01/06/11	162.100006	165.699997	161.25	164	155.417252	2574106
02/06/11	164	165.149994	160.149994	161.25	152.811188	1699298
03/06/11	161.5	162.800003	159.199997	161.050003	152.621674	1185817
06/06/11	160.5	161.100006	159.050003	159.850006	151.484436	546378
07/06/11	159.850006	162.75	156.350006	157.25	149.020508	2193466
08/06/11	157.399994	158.699997	153.300003	154.899994	146.793503	1431303
09/06/11	155.050003	157.399994	153.149994	154.949997	146.840881	867109
10/06/11	155.399994	155.399994	150.300003	152	144.045273	838559
13/06/11	152.449997	155.399994	150.050003	154.75	146.651352	749987
14/06/11	154.949997	157.75	154.350006	156.550003	148.357147	599387
15/06/11	156	158.600006	153.25	154.25	146.177536	956161
16/06/11	153.300003	153.899994	150.75	151.550003	143.618835	1145520
17/06/11	150.949997	152.350006	147.25	148.199997	140.444122	696910
20/06/11	149.800003	150	141.399994	147.149994	139.449081	1207293
21/06/11	148	149.800003	144.5	148.350006	140.586304	1088170
22/06/11	149.899994	150.600006	146.5	148.100006	140.349396	487689
23/06/11	148.199997	151.5	144	150.149994	142.292099	1194788
24/06/11	151	155.899994	151	154.300003	146.224899	851591
27/06/11	154.5	157.800003	153.449997	156.25	148.072861	1615697
28/06/11	156.550003	158.850006	156.550003	157.100006	148.878387	1127185
29/06/11	153.100006	159	151.600006	157.100006	148.878387	1022281
30/06/11	158.850006	163.25	157.050003	161.949997	153.474548	2743578
01/07/11	163	164.949997	160.649994	162.350006	153.853638	641406
04/07/11	162.350006	164	160.25	160.850006	152.432098	508395
05/07/11	161.25	161.899994	159.25	159.899994	151.53183	376300
06/07/11	159.5	164	159.449997	161	152.574265	681135
07/07/11	162	165.75	159.649994	162.050003	153.569351	1081191
08/07/11	162.550003	162.600006	157.100006	157.850006	149.589127	360582
11/07/11	156.5	158.5	155	157.100006	148.878387	437792
12/07/11	155.300003	156.699997	153.5	153.899994	145.845856	673388
13/07/11	154.649994	156.600006	152.550003	154.5	146.414444	721657
14/07/11	152.550003	157.899994	152	156.800003	148.59407	712244
15/07/11	156.699997	158.850006	154.449997	156.75	148.546692	520139
18/07/11	156.5	158.050003	154.050003	154.850006	146.746155	286868
19/07/11	154.800003	161.199997	153.25	160.399994	152.005646	1099870
20/07/11	161.300003	162.649994	155	155.949997	147.788544	1424292
21/07/11	156.449997	158.850006	154.100006	157.350006	149.11528	1069969
22/07/11	158.449997	161.5	157.899994	160.75	152.337341	1679870
25/07/11	161	161.800003	158.100006	158.949997	150.631531	1385495
26/07/11	159.5	163	158.100006	158.899994	150.584152	1150173
27/07/11	159.800003	160.5	155.600006	156.25	148.072861	495383
28/07/11	155.350006	160	154	154.949997	146.840881	1243690
29/07/11	154.050003	156.399994	135.25	143.550003	136.037506	4895210
01/08/11	147.5	150.899994	144	145.100006	137.506378	3708191
02/08/11	145.25	145.699997	138.149994	141.550003	134.142151	1475136
03/08/11	139.399994	144.300003	137	142.699997	135.231979	1009315
04/08/11	143.199997	144.800003	136.75	138.149994	130.92009	3306069
05/08/11	134.949997	141	132	139.75	132.436371	9280860
08/08/11	135.449997	140.5	134	136.149994	129.024765	3743566
09/08/11	133.949997	138	130	133.449997	126.466057	997026
10/08/11	136.350006	139.699997	134.899994	137.949997	130.730545	2270284
11/08/11	136	138.199997	134.25	135.449997	128.361389	1536864
12/08/11	137.199997	137.850006	135	136.449997	129.309036	1540298
16/08/11	132	142.850006	132	139.699997	132.388977	1041466
17/08/11	139.399994	141.300003	136.050003	138.600006	131.346558	666711
18/08/11	139.100006	140.75	134.449997	136.449997	129.309036	5314420
19/08/11	133	137.949997	131.949997	136.300003	129.166901	3919879
22/08/11	135.050003	137.899994	134.899994	136.050003	128.930008	334962
23/08/11	137.399994	139.199997	134.199997	138.449997	131.204391	907130
24/08/11	139.899994	148	138.800003	146.800003	139.117416	2727812
25/08/11	147.199997	149.649994	138.75	140.399994	133.052338	1793336
26/08/11	139.25	142.850006	139.100006	140.550003	133.194489	694785
29/08/11	141.149994	147.949997	141	145.350006	137.743286	484414
30/08/11	147	152.899994	146.399994	152.100006	144.14003	1185911
02/09/11	154.050003	158.5	151.600006	157.5	149.257401	1596147
05/09/11	155.800003	160.600006	154.800003	157.25	149.020508	912066
06/09/11	160	161.899994	150.899994	154.050003	145.988007	1330904
07/09/11	155.300003	162	154.5	160.050003	151.673996	1871504
08/09/11	161.800003	163.899994	158.600006	160.75	152.337341	1011497
09/09/11	162.449997	162.449997	153.050003	154.149994	146.082733	541841
12/09/11	153.199997	156.800003	150.350006	152.350006	144.376938	458685
13/09/11	155.899994	157	151.649994	152.550003	144.566483	477998
14/09/11	150.100006	153	147.550003	149.050003	141.249664	1511322
15/09/11	150	151.699997	148.25	149.350006	141.533966	535073
16/09/11	150	153.5	148	150.800003	142.908081	1324489
19/09/11	149	155.75	148.199997	154.100006	146.035385	2809987
20/09/11	155.100006	155.649994	152.5	154.350006	146.272293	1631967
21/09/11	154.050003	158.199997	154.050003	157.100006	148.878387	1204766
22/09/11	156.100006	156.100006	142.199997	146.449997	138.785721	2453772
23/09/11	144.600006	151.25	143.75	149.649994	141.818253	1400138
26/09/11	150.300003	152.949997	147.399994	152.300003	144.32959	959586
27/09/11	154.850006	158.899994	152.75	157.449997	149.210037	1229409
28/09/11	159	161.199997	156	160.300003	151.910919	2377196
29/09/11	159.800003	166.75	158.149994	163.949997	155.369904	3079459
30/09/11	163.75	169.800003	162	164.350006	155.748962	2712461
03/10/11	163.600006	164	151.350006	153.100006	145.087708	1642213
04/10/11	152.5	159.800003	146.699997	147.449997	139.733383	1108391
05/10/11	153.550003	153.899994	147.600006	150.649994	142.765915	643151
07/10/11	155.550003	157.800003	151.199997	156.449997	148.26239	806599
10/10/11	155.25	157.850006	153.100006	154.850006	146.746155	574856
11/10/11	155.899994	159.5	152.25	153.449997	145.419403	624082
12/10/11	155.25	156.850006	153.449997	155	146.88826	606780
13/10/11	155	159	154.5	156.399994	148.214996	843751
14/10/11	155.699997	157.300003	154.5	155.449997	147.314697	499700
17/10/11	156.050003	157.600006	153.100006	155.899994	147.74115	331198
18/10/11	157.5	157.5	150.800003	152.25	144.282181	355368
19/10/11	153.050003	155.25	149.550003	150.399994	142.529007	1057725
20/10/11	148	152.800003	147.600006	151.800003	143.855743	370257
21/10/11	149	153	149	150.449997	142.57637	300342
24/10/11	155.050003	157.600006	151.649994	156.5	148.309769	1167828
25/10/11	156.5	162.5	155.5	161.25	152.811188	1139611
28/10/11	162.399994	170.449997	162.399994	163.399994	154.848648	1051878
31/10/11	160.050003	166.949997	160.050003	163.949997	155.369904	840954
01/11/11	156	163.949997	156	160.100006	151.721375	512462
02/11/11	157.399994	159.5	155.100006	158.050003	149.778656	1042409
03/11/11	163	163.600006	157.550003	162.199997	153.711456	496651
04/11/11	164.5	167.5	163.550003	165	156.364929	1747474
08/11/11	165.050003	166.699997	160.199997	161.550003	153.095474	873158
09/11/11	162.149994	163.949997	156.100006	158.649994	150.347229	886539
11/11/11	159.899994	162.899994	150	150.449997	142.57637	2472593
14/11/11	158.649994	158.649994	151.050003	155.149994	147.030426	1554235
15/11/11	154.5	156.050003	141	144.600006	137.032562	1354549
16/11/11	144.199997	144.199997	130.199997	132.550003	125.613182	3855162
17/11/11	132	135.850006	129	132.149994	125.234077	2518688
18/11/11	131.149994	139.800003	128.350006	137.899994	130.683167	1456984
21/11/11	136.699997	139.100006	132.5	136.600006	129.451218	717393
22/11/11	137.899994	139	131.25	132.350006	125.423637	692110
23/11/11	132.050003	132.350006	121.25	123.550003	117.084167	1295172
24/11/11	123.699997	125	116.75	117.699997	111.540314	2554572
25/11/11	118	124.849998	115.199997	123.349998	116.894623	4717307
28/11/11	124.75	127.449997	121.75	126.400002	119.785011	2568553
29/11/11	128	130.899994	125.400002	128.300003	121.585587	1970380
30/11/11	128	130.350006	121.699997	125.75	119.169014	1884842
01/12/11	129.699997	132.350006	125.25	126.199997	119.595474	1060484
02/12/11	124.599998	132	124.599998	130.300003	123.480919	578277
05/12/11	129.699997	130.600006	126.349998	129.149994	122.391098	559299
07/12/11	129.699997	133.949997	129.100006	132.100006	125.186714	1679421
08/12/11	130.699997	133.899994	126.550003	128.850006	122.106789	956836
09/12/11	127.349998	131	124.400002	127.300003	120.637932	535841
12/12/11	128.949997	130.899994	126.349998	129	122.248955	1280093
13/12/11	129	129.600006	126.199997	128.149994	121.443413	829707
14/12/11	128.300003	132.5	127.650002	130.399994	123.575661	622509
15/12/11	128	129.5	125.849998	127.050003	120.401009	2760437
16/12/11	127.099998	129.5	124.400002	126.650002	120.021935	1062095
19/12/11	124.199997	125.75	118.5	119.699997	113.435638	1292516
20/12/11	120.900002	123.800003	117.699997	121.5	115.141457	2207343
21/12/11	123.150002	125.199997	122.050003	123.650002	117.178932	738177
22/12/11	123.650002	124.900002	121.900002	123.949997	117.463234	1208491
23/12/11	124	127.599998	122.599998	124.900002	118.36351	1372951
26/12/11	125.5	125.5	120.099998	123.550003	117.084167	669863
27/12/11	124.5	127.900002	123	125.449997	118.88472	753047
28/12/11	126.650002	126.650002	119.25	120.599998	114.288559	581843
29/12/11	120.449997	126.75	118.699997	124.199997	117.70015	2892730
30/12/11	123.599998	123.599998	119.650002	120.050003	113.767349	1280686
02/01/12	122.800003	123.75	111	114.699997	108.697319	1572363
03/01/12	117.5	120.900002	115	120.300003	114.004272	1385662
04/01/12	121	123.5	118	122.849998	116.420799	1259249
05/01/12	122	127.599998	121.300003	126.699997	120.069313	788405
06/01/12	126.25	128.75	124.300003	127.699997	121.016975	1036623
07/01/12	null	null	null	null	null	null
09/01/12	128.699997	133.399994	126	132.199997	125.281456	848300
10/01/12	133.850006	137	132.850006	136.449997	129.309036	869679
11/01/12	136	140.699997	134.75	137.050003	129.877655	1810746
12/01/12	137.5	137.5	131.199997	132.649994	125.707916	1748799
13/01/12	132.5	133	129.550003	131.550003	124.665504	1099713
16/01/12	131.550003	131.550003	131.550003	131.550003	124.665504	0
17/01/12	137.100006	141	135	140	132.673248	1636196
18/01/12	142	143.800003	138.699997	141.699997	134.284317	890591
19/01/12	144	150.550003	143.149994	149.399994	141.581329	1456077
20/01/12	151.899994	157.600006	150.25	155.399994	147.267319	1634070
23/01/12	155.399994	155.399994	145.100006	146.75	139.070023	1657609
24/01/12	147.050003	152.899994	145.600006	150.050003	142.197311	1337362
25/01/12	150.949997	150.949997	142.25	143.199997	135.705811	1859617
27/01/12	145.800003	149.649994	144.800003	147.100006	139.401703	1264483
30/01/12	147.100006	147.399994	137.350006	138.399994	131.157013	757694
31/01/12	138.949997	148.5	137	146.25	138.596207	1291344
01/02/12	146.550003	147.75	142.149994	143.899994	136.369171	899183
02/02/12	144.5	151.800003	144.5	151	143.097626	2355597
03/02/12	151	152.699997	148.25	150.25	142.386856	814359
06/02/12	152.850006	152.850006	146.300003	148.100006	140.349396	1518103
07/02/12	149.149994	149.449997	137.850006	139.149994	131.867767	1735290
08/02/12	139	143.300003	136.600006	140.300003	132.957565	1532614
09/02/12	139.649994	141.800003	135.199997	137.949997	130.730545	1907732
10/02/12	138.149994	144.149994	137.199997	142.899994	135.421509	1780060
13/02/12	143.949997	144.300003	141	143.050003	135.848862	718239
14/02/12	143.300003	145.550003	142	144.149994	136.893494	1580236
15/02/12	145	147.949997	144.149994	147.149994	139.742447	886834
16/02/12	147.449997	149.899994	145.75	147.600006	140.16983	856476
17/02/12	149	152.899994	145.75	150.5	142.923828	1749511
21/02/12	151.199997	155.75	150.649994	152.649994	144.965591	1744030
22/02/12	155.75	157.75	142.399994	143.850006	136.608597	1863666
23/02/12	142	145.399994	140.5	144.050003	136.798508	1533912
24/02/12	145.050003	146.5	141	142.699997	135.516479	527338
27/02/12	144.399994	145.149994	137.25	143.649994	136.418686	947560
28/02/12	144.800003	149.449997	144.100006	148.100006	140.644653	629276
29/02/12	149.75	152	145.25	148.649994	141.166931	627017
01/03/12	148	152	144	146.850006	139.457581	370864
02/03/12	147.5	150	144	147.350006	139.932404	497666
03/03/12	null	null	null	null	null	null
05/03/12	147	147.050003	142.399994	143.199997	135.991318	264293
06/03/12	144.649994	147	140.649994	143.550003	136.323685	502716
07/03/12	141.050003	146.649994	141.050003	145.25	137.93811	389292
09/03/12	146.300003	148.5	129.75	135	128.204086	5833743
12/03/12	135	137.300003	128.399994	129.899994	123.360817	5786647
13/03/12	125	133.949997	125	131.100006	124.500435	5344550
14/03/12	132.050003	137.25	132.050003	135.75	128.916336	2528804
15/03/12	136	136	130.399994	132.050003	125.402618	1691856
16/03/12	132.75	135.75	130.25	133.149994	126.447227	1024696
19/03/12	133.449997	133.850006	130.850006	131.850006	125.212677	886890
20/03/12	131.850006	133.300003	129.449997	132.350006	125.6875	1991819
21/03/12	131.399994	132.600006	130.25	131.149994	124.547897	1329184
22/03/12	132.850006	133.199997	124.800003	125.900002	119.562202	2489358
23/03/12	125.099998	127.949997	120.75	123.449997	117.235527	4212337
26/03/12	123	123.699997	119.050003	120.550003	114.481506	1124699
27/03/12	121.550003	123	118.25	121.5	115.383698	1098462
28/03/12	121.5	121.5	117	118.25	112.297295	1756343
29/03/12	118	125.5	116.099998	124.199997	117.947777	2869127
30/03/12	124.5	130	124.099998	129.5	122.980972	1405080
02/04/12	129.399994	132.699997	128.600006	129.5	122.980972	773104
03/04/12	129.5	132.399994	125.099998	129.399994	122.885994	598189
04/04/12	129.399994	132.25	128.300003	131.649994	125.02272	763340
09/04/12	131.050003	136.25	129.649994	133.75	127.017014	1171110
10/04/12	134.300003	134.699997	131	131.949997	125.30764	364048
11/04/12	130.100006	133.449997	125.449997	127.349998	120.939194	607896
12/04/12	129.699997	131	127.800003	128.25	121.793892	567378
13/04/12	129.850006	130.899994	128.75	129.899994	123.360817	573117
16/04/12	129.899994	130.949997	128.649994	128.899994	122.411171	225281
17/04/12	130	130.949997	128.649994	129.649994	123.123413	429108
18/04/12	130.75	133.899994	129.199997	129.75	123.218369	594109
19/04/12	130.300003	135.399994	129.399994	134.100006	127.349434	845571
20/04/12	134	137.199997	129.949997	130.649994	124.073074	1357915
23/04/12	130	131.600006	126.699997	127.25	120.844223	671276
24/04/12	128.699997	130	126.199997	128.649994	122.173759	487818
25/04/12	130	131.949997	127.650002	129.649994	123.123413	939012
26/04/12	130.100006	131.5	124.050003	124.599998	118.327637	1267245
27/04/12	125	127.349998	124.699997	126.349998	119.989548	383798
30/04/12	126.900002	128.5	125	127.800003	121.366539	892604
02/05/12	128.899994	128.899994	125.5	126.050003	119.704643	591736
03/05/12	126.550003	127.5	124.449997	124.949997	118.660019	626023
04/05/12	124.900002	125.800003	122.5	124.099998	117.852798	1173453
07/05/12	122.699997	129	121	127.699997	121.271568	564358
08/05/12	127.150002	128.949997	121.650002	123.050003	116.855659	339686
09/05/12	122.949997	125.25	120.199997	122.849998	116.665726	1961492
10/05/12	120	126.300003	118.900002	125.050003	118.754982	1266715
11/05/12	123	126.400002	119.349998	121.5	115.383698	2334822
14/05/12	121.449997	121.949997	114.199997	114.900002	109.115929	1957717
15/05/12	114	115.449997	112.25	114.699997	108.925995	921396
16/05/12	114	114	109.800003	111	105.412254	2319699
17/05/12	109.099998	116	109.099998	113.800003	108.071297	1943986
18/05/12	111.050003	113.400002	109.75	111.699997	106.077011	1538120
21/05/12	111.699997	113.75	109.5	112.599998	106.931717	1491072
22/05/12	113.099998	113.900002	111.300003	111.75	106.124504	388799
23/05/12	112	112.050003	109.800003	110.25	104.700005	1245523
24/05/12	111.449997	112.699997	109.800003	112	106.361923	1116442
25/05/12	112	115.449997	112	113.800003	108.071297	1089233
28/05/12	114.849998	115.75	114.099998	114.900002	109.115929	501829
29/05/12	115.900002	122.25	114.75	118.300003	112.344788	1379146
30/05/12	119	120.800003	117.300003	119	113.009537	1778680
31/05/12	118.349998	125.900002	117.150002	123.449997	117.235527	3592822
01/06/12	124	126.25	122.650002	125.349998	119.039879	1088955
04/06/12	124.449997	124.5	120.199997	123.75	117.520416	870476
05/06/12	124.699997	125.199997	121.599998	122.849998	116.665726	664310
06/06/12	122.099998	126	122.099998	124.150002	117.900276	1330789
07/06/12	124.849998	127.449997	123.150002	125.099998	118.802452	745015
08/06/12	124.25	126.550003	123.75	124.800003	118.51757	540939
11/06/12	125.5	126.800003	122.5	123.650002	117.425461	1050332
12/06/12	124.300003	124.849998	120.650002	122.550003	116.380821	1474970
13/06/12	122.550003	125.349998	119.349998	120.800003	114.718925	1683780
14/06/12	119.199997	121.300003	114	114.5	108.736061	1264900
15/06/12	115	116.5	113	114.75	108.97348	1147454
18/06/12	114.949997	118.5	112.449997	115.199997	109.400826	1281993
19/06/12	115.199997	115.900002	113.300003	114.949997	109.163406	891747
20/06/12	116	117.800003	115.800003	117.449997	111.53756	659167
21/06/12	117.25	118.150002	115.800003	117.550003	111.632538	690964
22/06/12	115.800003	118.849998	115.800003	117.849998	111.917427	486749
25/06/12	118	119.25	116.349998	116.699997	110.82531	346396
26/06/12	117.900002	118.5	116.25	118.050003	112.107368	436613
27/06/12	118.800003	118.800003	117.599998	118.400002	112.439728	432947
28/06/12	118.449997	120.650002	117.849998	119.449997	113.436882	396097
29/06/12	119.650002	122.949997	119.599998	121.150002	115.0513	916783
02/07/12	121.449997	125.75	121	124.75	118.470085	999891
03/07/12	125.599998	126.900002	123.599998	124.050003	117.805321	737421
04/07/12	124.849998	125.400002	122.5	124.599998	118.327637	410302
05/07/12	124.900002	126.5	123.300003	123.949997	117.71035	860385
06/07/12	123.550003	123.849998	120.900002	122.599998	116.428307	660690
09/07/12	121.75	121.949997	120.050003	121.449997	115.336197	426421
10/07/12	121.449997	122.699997	120.300003	121.400002	115.288719	394520
11/07/12	120.75	122.349998	120.25	120.550003	114.481506	436328
12/07/12	120	120.25	117.5	118.849998	112.867088	642833
13/07/12	119.5	120.050003	116.099998	117.5	111.585045	697441
16/07/12	118.150002	118.150002	115.099998	115.5	109.685738	618414
17/07/12	115.5	116	112.800003	113.550003	107.833893	873178
18/07/12	115	115	111.050003	113	107.311569	1161347
19/07/12	114	114.5	111.25	111.949997	106.31443	751834
20/07/12	111.5	114.800003	111.25	113.849998	108.118782	518368
23/07/12	112.599998	113.5	110	112.449997	106.789261	551789
24/07/12	112.5	117.699997	111.650002	117	111.110207	1175158
25/07/12	116.099998	117.199997	114.199997	115.199997	109.400826	631445
26/07/12	114.900002	119.199997	114.849998	117.849998	111.917427	1135801
27/07/12	118.099998	119.849998	113.050003	114.099998	108.356201	525503
30/07/12	114.400002	119.349998	114.099998	118.849998	113.563789	689560
31/07/12	118	121	116.349998	120.449997	115.092628	715123
01/08/12	121.550003	125.5	118.099998	120.900002	115.522614	4518020
02/08/12	121.25	122.150002	120.150002	121.599998	116.19149	682706
03/08/12	118.5	122.949997	118.5	121.550003	116.143715	821744
06/08/12	122	124.699997	121.650002	124.050003	118.532516	630742
07/08/12	122.150002	124.75	122.150002	122.75	117.290344	908275
08/08/12	122.25	126.25	122.25	124.300003	118.771393	1034361
09/08/12	123.949997	127.75	123.949997	127	121.351295	1095476
10/08/12	126.349998	127.5	124.800003	126.900002	121.25576	1133003
13/08/12	125.800003	126.949997	122.75	125.199997	119.631378	786435
14/08/12	123.050003	129	123.050003	128.149994	122.45015	893033
16/08/12	128.300003	130.399994	125.150002	127.150002	121.494637	1322874
17/08/12	127.5	128.350006	122.099998	123.5	118.006989	653977
21/08/12	122.050003	123.699997	118.5	119.849998	114.519325	904738
22/08/12	119	119.300003	116	116.550003	111.366089	1152766
23/08/12	116.650002	116.699997	110	110.800003	105.871841	4531629
24/08/12	110.550003	112.900002	105.650002	112	107.018463	2507113
27/08/12	110	112.050003	106.550003	108	103.196381	1101295
28/08/12	108	110.599998	106.099998	108.849998	104.008575	906607
29/08/12	108	110.449997	107.400002	109.449997	104.581886	840345
30/08/12	109.050003	115.400002	107.400002	114.5	109.40728	2299775
31/08/12	114.099998	115	111	113.75	108.690643	1709001
03/09/12	112.300003	117	112.300003	116.25	111.079445	622511
04/09/12	117.5	117.5	114.199997	116.599998	111.413857	373291
05/09/12	115.699997	116.900002	115	115.599998	110.458359	1031669
06/09/12	114.050003	115.349998	110.849998	114.150002	109.072845	1049284
07/09/12	115.099998	116.900002	112.150002	112.949997	107.926208	1312589
08/09/12	null	null	null	null	null	null
10/09/12	112.300003	114.949997	111.650002	112.699997	107.687332	1544686
11/09/12	112.699997	113.5	111.400002	112.449997	107.448448	1285716
12/09/12	111.550003	112.949997	110.150002	110.900002	105.967407	1198143
13/09/12	110.5	112.349998	109.800003	110.599998	105.68074	984996
14/09/12	112.900002	113.099998	110.099998	111.599998	106.636261	1853351
17/09/12	112.150002	114.050003	110.900002	111.650002	106.684036	1522753
18/09/12	112.150002	117.900002	111.800003	117.050003	111.843864	2158032
20/09/12	116.400002	116.75	114.050003	115.5	110.362801	2705275
21/09/12	117	119.400002	113.25	115.699997	110.553902	3156075
24/09/12	116	123.449997	114.300003	119.550003	114.232658	4222804
25/09/12	120.949997	121.800003	117.099998	120	114.662643	3807912
26/09/12	119.900002	123.949997	119.900002	122.599998	117.146996	2423037
27/09/12	122	124.400002	119.550003	122.050003	116.621468	3694614
28/09/12	123	128.5	123	127.5	121.829056	2455631
01/10/12	128.100006	128.5	124.550003	125.5	119.918022	470394
03/10/12	125.5	130	124	129.5	123.740112	1268946
04/10/12	130.100006	132.300003	128.600006	129.600006	123.835655	1423093
05/10/12	129.649994	131.149994	123.599998	128.149994	122.45015	1210168
08/10/12	127.050003	127.949997	121.349998	123.800003	118.293633	533122
09/10/12	125.949997	126.349998	121.800003	122.650002	117.194794	410937
10/10/12	122.050003	122.800003	119.599998	120.5	115.140411	276010
11/10/12	119.949997	124.900002	118.699997	124.300003	118.771393	604810
12/10/12	123.849998	127	123.449997	125.400002	119.822464	735106
15/10/12	125.400002	125.5	122.449997	123.449997	117.959198	304000
16/10/12	122	122	118.099998	120.050003	114.710434	1903838
17/10/12	119.150002	120.900002	118	120	114.662643	389450
18/10/12	120	125.400002	119.300003	124.699997	119.153603	1293131
19/10/12	125	127.449997	122.650002	124.349998	118.819183	1344070
22/10/12	124.050003	130.600006	123.050003	129.75	123.978981	2914830
